#date,queriesUDP_IPV4,queriesTCP_IPv4,queriesTOTAL_IPv4,ratioTCP_IPv4,queriesUDP_IPV6,queriesTCP_IPv6,queriesTOTAL_IPv6,ratioTCP_IPv6
20161013,5587979153,60151553,5648130706,1.06,575656369,6886579,582542948,1.18
20161014,5475563003,64141200,5539704203,1.16,567554079,6525472,574079551,1.14
20161015,4905714937,54187727,4959902664,1.09,557692174,6606204,564298378,1.17
20161016,4968533312,54002876,5022536188,1.08,587146150,6801873,593948023,1.15
20161017,5567941688,56138124,5624079812,1.0,580248572,6627458,586876030,1.13
20161018,5475821556,58205986,5534027542,1.05,583642795,6709738,590352533,1.14
20161019,5378722489,59785045,5438507534,1.1,585301831,7294202,592596033,1.23
20161020,5475721117,62908484,5538629601,1.14,589412194,8410569,597822763,1.41
20161021,5405176521,62235625,5467412146,1.14,576657263,7636741,584294004,1.31
20161022,5037264374,58420985,5095685359,1.15,559053573,7329928,566383501,1.29
20161023,5125479077,57876380,5183355457,1.12,570302479,7130877,577433356,1.23
20161024,5693091694,63652543,5756744237,1.11,583868867,7756536,591625403,1.31
20161025,5605334928,66032655,5671367583,1.16,600994308,7960621,608954929,1.31
20161026,5566563503,65564860,5632128363,1.16,593563842,7576532,601140374,1.26
20161027,5343461159,60043298,5403504457,1.11,603086992,7132050,610219042,1.17
20161028,5716366376,61628610,5777994986,1.07,612094577,7329560,619424137,1.18
20161029,5215221764,55736450,5270958214,1.06,570617869,7238331,577856200,1.25
20161030,5117101072,54984406,5172085478,1.06,574579016,7161972,581740988,1.23
20161031,5795986302,65687257,5861673559,1.12,569364685,7494794,576859479,1.3
20161101,6168760160,68062137,6236822297,1.09,616071356,7557632,623628988,1.21
20161102,6441997217,67161434,6509158651,1.03,629112529,8146939,637259468,1.28
20161103,6335199089,69818363,6405017452,1.09,658128565,8228763,666357328,1.23
20161104,6276194399,69269822,6345464221,1.09,630006280,7687576,637693856,1.21
20161105,5646611930,59710310,5706322240,1.05,626732392,6981750,633714142,1.1
20161106,5516109558,59105286,5575214844,1.06,647621740,7119962,654741702,1.09
